Id,COMM_CODE,Community_Name,Funded_services,HACC_services,Health_or_Human_services,Dental_sites,Primary_schools,Distance_Service,Number_of_households,Rank_funded,Rank_HACC,Rank_HH_services,Rank_dental,Rank_school,Rank_distance,Rank_household,DHS_Region,Area,Local_Government_Area,Population_density,Nearest_Health_Service,Residential,Business,Industrial,Rural,Other,Persons_per_household,People_In_non_private_dwellings,Public_rental_dwellings,Unemployed_persons,Persons_above_75_living_alone,Main_cultural_group_1_name,Main_cultural_group_1_percentage,Main_cultural_group_2_name,Main_cultural_group_2_percentage,Main_cultural_group_3_name,Main_cultural_group3_percentage
352,T355,Wallan,4,1,35,0,1,13,1595,292,318,348,310,289,149,345,Hume,8.6,Mitchell (S),737.7,Kilmore and District Hospital,76.20%,2.20%,3.70%,7.40%,10.60%,3.5,0.00%,0.60%,3.70%,0.70%,ANGLO SAXON AND CELTIC,80.70%,ITALIAN,6.50%,assets/towns/Wallan.jpg,"Wallan traditionally known as Wallan Wallan (large circular place of water), is a town in Victoria, 45 kilometres (28 mi) from Melbourne in Australia. The town sits at the southern end of the large and diverse Shire of Mitchell which extends from the northern fringes of Melbourne into the farming country of north-central Victoria and the lower Goulburn Valley. The township flanks the Northern Highway and is set against the backdrop of the Great Dividing Range.[2] At the 2016 census, Wallan had a population of 8,520."
353,T356,Walpeup,0,0,0,0,1,29,44,181,181,100,100,157,325,5,Loddon Mallee,1.5,Mildura (RC),68.7,Mallee Track Health and Community Service,21.30%,0.00%,0.00%,10.30%,68.40%,2.5,0.00%,0.00%,0.00%,6.50%,ANGLO SAXON AND CELTIC,85.10%,GERMAN,4.10%,assets/towns/Walpeup.jpg,"Walpeup is a town in the Mallee region of north west Victoria. The town is in the Rural City of Mildura local government area and on the Mallee Highway and Pinnaroo railway linebetween Ouyen and the South Australian border, 458 kilometres (285 mi) north west of the state capital, Melbourne and 130 kilometres (81 mi) south west of the regional centre of Mildura. At the 2016 census, Walpeup had a population of 158."
354,T357,Walwa,1,0,5,0,0,45,44,245,243,208,207,85,379,7,Hume,2.3,Towong (S),41.8,Upper Murray Health and Community Services (Corryong),7.50%,0.00%,0.00%,81.20%,11.30%,2.1,0.00%,0.00%,0.00%,7.60%,ANGLO SAXON AND CELTIC,76.70%,ITALIAN,7.00%,assets/towns/Walwa.jpg,"Walwa is a town in the Shire of Towong in north east Victoria, Australia. The town is located 1 kilometre from the Murray River on the former Murray Valley highway between Wodonga and Corryong. At the 2006 census, Walwa and the surrounding area had a population of 268."
355,T358,Wandiligong,0,0,0,0,1,5,98,182,182,101,101,158,96,86,Hume,3.6,Alpine (S),91.3,Alpine Health (Bright),16.00%,0.00%,0.00%,53.00%,30.90%,3,0.00%,0.00%,2.50%,3.10%,ANGLO SAXON AND CELTIC,86.60%,GERMAN,3.50%,assets/towns/Wandiligong.jpg,"Wandiligong is a town in north-eastern Victoria, Australia. The town is located on Morses Creek and in the Alpine Shire local government area, 6 kilometres (3.7 mi) south of Bright and 330 kilometres (210 mi) north east of the state capital, Melbourne. At the 2016 census, Wandiligong had a population of 453."
356,T359,Wandong-Heathcote Junction,1,0,5,0,1,12,467,246,244,209,208,233,143,268,Hume,5,Mitchell (S),321.7,Kilmore and District Hospital,70.40%,1.90%,0.00%,15.00%,12.70%,3.3,0.00%,0.00%,5.60%,0.20%,ANGLO SAXON AND CELTIC,83.80%,GERMAN,8.10%,assets/towns/Wandong-Heathcote Junction.jpg,"Heathcote Junction is a town in Victoria, Australia. The town is located 53 kilometres north of the state capital, Melbourne and 3 kilometres from nearby Wandong. At the 2016 census, Heathcote Junction and the surrounding area had a combined population of 839."
357,T360,Wangaratta,143,38,67,6,7,3,6678,384,385,383,386,385,90,383,Hume,31.9,Wangaratta (RC),584.5,Northeast Health Wangaratta,43.90%,2.20%,9.30%,20.40%,24.20%,2.6,2.00%,6.40%,4.70%,3.50%,ANGLO SAXON AND CELTIC,81.90%,GERMAN,4.90%,assets/towns/Wangaratta.jpg,"Wangaratta is a cathedral city in the northeast of Victoria, Australia, approximately 250 km (160 mi) from Melbourne along the Hume Highway. The city had an estimated urban population of 28,824 at April 2018. Wangaratta has recorded a population growth rate of almost 1% annually since 2016 to 2018 which is the second highest of all cities in North-Eastern Victoria."
358,T361,Warburton,2,1,8,0,1,33,779,274,315,233,231,251,342,306,Eastern Metropolitan,7.1,Yarra Ranges (S),281.3,Healesville and District Hospital,35.80%,0.80%,0.00%,46.10%,17.30%,2.5,2.50%,0.00%,8.00%,2.10%,ANGLO SAXON AND CELTIC,80.60%,GERMAN,7.10%,assets/towns/Warburton.jpg,"Warburton is a country town in Victoria, Australia, 72 kilometres east of Melbourne's central business district. Its local government area is the Shire of Yarra Ranges. At the 2016 census, Warburton had a population of 2,012 people."
359,T362,Warburton East,0,0,0,0,0,39,267,183,183,102,102,57,366,212,Eastern Metropolitan,3.6,Yarra Ranges (S),213.6,Healesville and District Hospital,0.00%,0.00%,0.00%,79.30%,20.70%,2.8,0.00%,0.00%,11.70%,0.70%,ANGLO SAXON AND CELTIC,76.80%,SOUTH ASIAN,7.10%,assets/towns/Warburton East.jpg,"East Warburton is a town in Victoria, Australia, 67 km east from Melbourne's central business district. Its local government area is the Shire of Yarra Ranges. At the 2016 census, East Warburton had a population of 864. The Post Office opened on 1 November 1921 and closed in 1975."
360,T363,Warneet,0,0,0,0,0,13,176,184,184,103,103,58,152,165,Southern Metropolitan,0.6,Casey (C),824.9,Cranbourne Integrated Care Centre,59.40%,0.00%,0.00%,0.20%,40.50%,3,0.00%,0.00%,5.50%,1.10%,ANGLO SAXON AND CELTIC,79.00%,GERMAN,4.10%,assets/towns/Warneet.jpg,"Warneet is a town in Victoria, Australia, 54 km (34 mi) south-east of Melbourne's central business district at the head of the large bay of Western Port. Its local government area is the City of Casey. At the 2016 census, Warneet had a population of 536."
361,T364,Warracknabeal,36,13,38,1,2,1,993,361,349,356,351,349,44,320,Grampians,10.2,Yarriambiack (S),249.9,Rural Northwest Health (Warracknabeal),18.70%,2.70%,7.30%,48.90%,22.50%,2.5,3.00%,3.80%,7.00%,4.70%,ANGLO SAXON AND CELTIC,83.60%,ITALIAN,4.20%,assets/towns/Warracknabeal.jpg,"Warracknabeal is a wheatbelt town in the Australian state of Victoria. Situated on the banks of the Yarriambiack Creek, 330 km north-west of Melbourne, it is the business and services centre of the northern Wimmera and southern Mallee districts, and hosts local government offices of the Shire of Yarriambiack. At the 2011 census Warracknabeal district had a population of 2,745, of which 2,340 lived in the urban town centre."
362,T365,Warragul,60,20,60,3,3,2,4282,376,367,377,376,364,86,374,Gippsland,18.9,Baw Baw (S),703.3,West Gippsland Healthcare Group (Warragul),61.20%,3.10%,5.30%,13.00%,17.30%,2.7,1.80%,4.60%,5.50%,3.00%,ANGLO SAXON AND CELTIC,91.20%,BALKAN,2.00%,assets/towns/Warragul.jpg,"Warragul is a town in Victoria, Australia, 102 kilometres (63 miles) east-southeast of Melbourne. Warragul lies between the Strzelecki Ranges to the south and the Mount Baw Baw Plateau of the Great Dividing Range to the north. The town is named after an Aboriginal word (either Woiwurrung or Gunai/Kurnai based on location) meaning ""wild dog"". As at the 2016 census, the town had a population of 14,276 people. Warragul forms part of a larger urban area that includes nearby Drouin that had an estimated population of 35,353 at June 2016."
363,T366,Warrnambool,239,49,81,5,8,0,10537,389,388,388,384,387,10,386,Barwon-South Western ,35.1,Warrnambool (C),892.3,South West Healthcare (Warrnambool),41.60%,3.20%,4.60%,10.30%,40.40%,2.7,1.90%,6.00%,5.30%,2.80%,ANGLO SAXON AND CELTIC,84.50%,GERMAN,5.40%,assets/towns/Warrnambool.jpg,"Warrnambool is a city on the south-western coast of Victoria, Australia. At June 2016, Warrnambool had an estimated urban population of 34,618. Situated on the Princes Highway, Warrnambool marks the western end of the Great Ocean Road and the southern end of the Hopkins Highway."
364,T367,Waterford Park,0,0,0,0,0,44,82,185,185,104,104,59,378,63,Hume,0.2,Mitchell (S),954.5,Kilmore and District Hospital,70.90%,0.00%,0.00%,9.80%,19.30%,2.5,0.00%,0.00%,5.50%,1.40%,ANGLO SAXON AND CELTIC,100.00%,HISPANIC,0.00%,assets/towns/Waterford Park.jpg,"Waterford Park is a locality in central Victoria, Australia. The locality is in the Shire of Mitchell local government area, 62 kilometres (39 mi) north of the state capital, Melbourne. At the 2016 census, Waterford Park had a population of 193."
365,T368,Wedderburn,21,16,17,0,0,30,311,344,363,281,273,98,328,233,Loddon Mallee,5,Loddon (S),140.3,Inglewood and District Health Service,38.00%,0.00%,1.90%,28.10%,32.00%,2.3,0.00%,6.50%,13.20%,5.00%,ANGLO SAXON AND CELTIC,71.80%,GERMAN,11.80%,assets/towns/Wedderburn.jpg,"Wedderburn is a rural town in Victoria, Australia on the Calder Highway, 214 kilometres (133 mi) north of Victoria's capital city, Melbourne. At the 2011 census, Wedderburn had a population of 680. It is mainly a farming community but its early residents were gold miners and prospectors."
366,T369,Werribee South,0,0,0,0,0,13,264,186,186,105,105,60,157,209,North & West Metropolitan,0.6,Wyndham (C),1320.3,Werribee Mercy Hospital,50.10%,0.00%,0.00%,23.10%,26.80%,2.6,0.00%,0.00%,6.20%,1.50%,ANGLO SAXON AND CELTIC,85.20%,GERMAN,5.50%,assets/towns/Werribee South.jpg,"Werribee South is a rural-urban suburb of Melbourne, Victoria, Australia, 32 km south-west of Melbourne's Central Business District, located within the City of Wyndham local government area. Werribee South recorded a population of 1,768 at the 2016 census."
367,T370,Wesburn,0,0,0,0,1,27,225,187,187,106,106,159,301,200,Eastern Metropolitan,3.4,Yarra Ranges (S),182.5,Healesville and District Hospital,0.00%,0.00%,0.00%,51.60%,48.40%,2.8,0.00%,0.00%,5.30%,1.60%,ANGLO SAXON AND CELTIC,87.70%,GERMAN,3.70%,assets/towns/Wesburn.jpg,"Wesburn is a town in Victoria, Australia, 62 km east from Melbourne's central business district. Its local government area is the Shire of Yarra Ranges. At the 2016 census, Wesburn had a population of 1,019. Predominantly rural in nature, the township has a narrow ribbon of residential dwellings along and branching off the Warburton Highway."
368,T371,Whittlesea,6,5,18,1,2,23,1131,301,332,288,322,335,263,330,North & West Metropolitan,3.9,Whittlesea (C),1190.7,The Northern Hospital,56.00%,1.60%,1.50%,21.30%,19.60%,3,3.00%,2.00%,3.10%,1.50%,ANGLO SAXON AND CELTIC,71.40%,DUTCH,4.40%,assets/towns/Whittlesea.jpg,"Whittlesea is a town in Victoria, Australia, 40 kilometres (25 mi) north-east from Melbourne's central business district. Its local government area is the City of Whittlesea. At the 2016 census, Whittlesea had a population of 5,611."
369,T372,Willaura,0,0,14,0,1,0,121,188,188,266,261,268,27,125,Grampians,1.6,Ararat (RC),189,East Grampians Health Service (Willaura),34.50%,0.00%,0.00%,49.30%,16.20%,2.3,6.00%,0.00%,11.80%,4.00%,ANGLO SAXON AND CELTIC,91.30%,GERMAN,4.00%,assets/towns/Willaura.jpg,"Willaura is a town in western Victoria, Australia in the Rural City of Ararat local government area, 231 kilometres (144 mi) west of the state capital, Melbourne. At the 2016 census, Willaura and surrounding area had a population of 530."
370,T373,Willow Grove,0,0,1,0,1,37,85,189,189,139,139,181,358,66,Gippsland,1.2,Baw Baw (S),200.8,West Gippsland Healthcare Group (Warragul),20.70%,0.00%,0.00%,33.80%,45.40%,2.7,0.00%,0.00%,10.50%,1.30%,ANGLO SAXON AND CELTIC,87.50%,GERMAN,11.10%,assets/towns/Willow Grove.jpg,"Willow Grove is a village and rural farming community northwest of Moe in Victoria, Australia. It has a primary school, football club (although named for the neighbouring town of Hill End), tennis courts, community hall, general store, CFA shed, and kindergarten. The next town to the west is Hill End and to the east Tanjil South. Willow Grove is situated within the Shire of Baw Baw and shares the postcode 3825. At the 2006 census, Willow Grove and the surrounding area had a population of 221."
371,T374,Wimbledon Heights,0,0,0,0,0,39,141,190,190,107,107,61,364,141,Gippsland,0.4,Bass Coast (S),1159.4,Bass Coast Regional Health,75.40%,0.00%,0.00%,0.00%,24.60%,2.9,0.00%,0.00%,6.60%,1.00%,ANGLO SAXON AND CELTIC,88.30%,DUTCH,5.00%,assets/towns/Wimbledon Heights.jpg,"Wimbledon Heights is a small town in the centre of Phillip Island in Victoria, Australia. It consists of a small residential block surrounded by farmland and is located north of the Phillip Island Grand Prix track. At the 2006 census, Wimbledon Heights had a population of 386."
372,T375,Winchelsea,10,0,15,0,1,1,504,317,296,270,265,272,51,272,Barwon-South Western ,5.3,Surf Coast (S),270.8,Hesse Rural Health Service (Winchelsea),58.00%,1.30%,2.90%,18.40%,19.40%,2.7,3.50%,6.10%,9.10%,2.90%,ANGLO SAXON AND CELTIC,93.00%,GREEK,2.30%,assets/towns/Winchelsea.jpg,"Winchelsea is a town in Victoria, Australia. The town is located in the Surf Coast Shire local government area, the suburb or locality of Winchelsea is predominantly within Surf Coast Shire with a small section within the Colac Otway Shire. Winchelsea is located on the Barwon River 115 km south-west of Melbourne and close to Geelong (37 km north-east)."
373,T376,Wodonga,168,37,75,6,7,0,11120,386,384,385,387,386,2,387,Hume,37.1,Wodonga (RC),864.2,Wodonga Hospital,45.00%,3.60%,6.50%,4.30%,40.60%,2.7,1.30%,8.60%,6.00%,1.80%,ANGLO SAXON AND CELTIC,67.80%,ITALIAN,14.30%,assets/towns/Wodonga.jpg,"Wodonga is a city on the Victorian side of the border with New South Wales, 300 kilometres (190 mi) north-east of Melbourne, Australia. It is located wholly within the boundaries of the City of Wodonga LGA. Its population is 39,351 as of the 2016 Census and is separated from its twin city in New South Wales, Albury, by the Murray River. Together, the two cities form an urban area with an estimated population of 92,218."
374,T377,Wonthaggi,51,26,57,2,3,1,2685,369,379,376,367,363,49,360,Gippsland,13.1,Bass Coast (S),560.7,Bass Coast Regional Health,42.30%,2.10%,2.40%,26.10%,27.10%,2.5,1.60%,6.20%,7.90%,3.90%,ANGLO SAXON AND CELTIC,90.10%,GREEK,4.20%,assets/towns/Wonthaggi.jpg,"Wonthaggi is a seaside town located 132 kilometres (82 mi) south east of Melbourne via the South Gippsland and Bass Highways, in the Bass Coast Shire of Gippsland, Victoria, Australia. Known originally for its coal mining it is now the largest town in South Gippsland, a regional area with extensive tourism, beef and dairy industries."
375,T378,Woodend,1,1,21,1,2,13,1148,247,308,303,326,338,159,332,Loddon Mallee,6.2,Macedon Ranges (S),572.8,Kyneton District Health Service,63.00%,1.60%,1.20%,7.10%,27.00%,2.9,0.00%,3.90%,5.50%,2.50%,ANGLO SAXON AND CELTIC,92.10%,GERMAN,2.60%,assets/towns/Woodend.jpg,"Woodend is a small town in Victoria, Australia. The town is in the Shire of Macedon Ranges local government area and is bypassed to the east and north by the Calder Freeway (M79) and is located about halfway between Melbourne and Bendigo. At the 2011 census, Woodend had a population of 5,413."
376,T379,Woomelang,2,0,12,0,1,31,81,275,265,254,251,260,334,56,Grampians,1.7,Yarriambiack (S),117.2,Rural Northwest Health (Hopetoun),36.30%,0.00%,0.00%,39.90%,23.80%,2.5,0.00%,0.00%,5.80%,5.40%,ANGLO SAXON AND CELTIC,91.40%,GERMAN,3.40%,assets/towns/Woomelang.jpg,"Woomelang is a town in the Mallee region of Victoria, Australia. The town is in the Shire of Yarriambiack local government area and on the Sunraysia Highway, 359 kilometres (223 mi) north-west of the state capital, Melbourne, 183 kilometres (114 mi) south-east of Mildura and 154 kilometres (96 mi) north of Horsham. At the 2011 census, Woomelang and the surrounding area had a population of 191."
377,T380,Woori Yallock,1,0,4,0,0,18,735,248,245,197,196,84,206,303,Eastern Metropolitan,1.7,Yarra Ranges (S),1232.7,Healesville and District Hospital,39.80%,0.80%,6.20%,40.40%,12.90%,2.8,0.00%,0.40%,6.50%,1.50%,ANGLO SAXON AND CELTIC,90.70%,GERMAN,5.20%,assets/towns/Woori Yallock.jpg,"Woori Yallock is a town in Victoria, Australia. It is in the Shire of Yarra Ranges local government area, 56 kilometres (35 mi) east of the central business district of Melbourne. At the 2011 census, Woori Yallock had a population of 2806."
378,T381,Woorinen,1,0,2,0,1,11,112,249,246,178,177,210,132,112,Loddon Mallee,1.1,Swan Hill (RC),299.1,Swan Hill District Hospital (Swan Hill),20.60%,2.80%,3.10%,40.80%,32.70%,2.9,0.00%,0.00%,2.80%,0.00%,ANGLO SAXON AND CELTIC,69.50%,ITALIAN,14.20%,assets/towns/Woorinen.jpg,"Woorinen is a town located in the Rural City of Swan Hill, Victoria, Australia. Woorinen R.S. post office opened on 1 February 1915, renamed Woorinen on the 1 April 1919 and was closed on the 24 September 1993. "
379,T382,Wunghnu,0,0,0,0,1,7,91,191,191,108,108,160,104,76,Hume,1.3,Moira (S),220.1,Numurkah District Health Service,32.20%,0.00%,0.00%,37.20%,30.50%,3.1,0.00%,0.00%,8.10%,1.10%,ANGLO SAXON AND CELTIC,78.80%,ITALIAN,6.40%,assets/towns/Wunghnu.jpg,"Wunghnu is a small town in the Goulburn Valley region of northern Victoria, Australia. The town is located in the Shire of Moira local government area, 204 kilometres (127 mi) north of the state capital, Melbourne. The local railway station was opened on the Goulburn Valley railway in 1881,[2] but does not see any passenger services, being the site of a siding and grain silos."
380,T383,Wycheproof,18,13,22,0,0,1,296,337,347,309,292,103,50,225,Loddon Mallee,7.7,Buloke (S),92.5,East Wimmera Health Service (Wycheproof),13.00%,0.70%,0.20%,64.40%,21.60%,2.3,3.90%,4.40%,5.70%,5.10%,ANGLO SAXON AND CELTIC,85.20%,GERMAN,3.00%,assets/towns/Wycheproof.jpg,"Wycheproof /ˈwɪtʃɪpruːf/ is a small regional locality in the centre of the Shire of Buloke, in north western Victoria, Australia. As of the 2011 census, it had a population of 789. The name, Wycheproof, originates from an aboriginal word meaning 'grass on a hill', referring to Mount Wycheproof just off the Calder Highway, which is the smallest registered mountain in the world, standing at 148 metres (486 ft) above sea level or 43 metres (141 ft) above the surrounding plains. The economy of Wycheproof is driven mainly by wheat."
381,T384,Yackandandah,2,0,13,0,1,21,247,276,266,261,256,265,252,205,Hume,2,Indigo (S),345,Beechworth Health Service,79.90%,0.00%,0.00%,1.90%,18.20%,2.6,8.30%,0.00%,1.00%,3.20%,ANGLO SAXON AND CELTIC,94.60%,ITALIAN,3.60%,assets/towns/Yackandandah.jpg,"Yackandandah /ˈjækənˌdændə/ is a small tourist town in northeast Victoria, Australia. It is near the regional cities of Wodonga and Albury, and is close to the tourist town of Beechworth. At the 2011 census, Yackandandah had a population of 950."
382,T385,Yallourn North,0,0,2,0,1,18,445,192,192,162,161,195,211,263,Gippsland,1.1,Latrobe (C),1042.9,Latrobe Regional Hospital,89.60%,0.00%,0.00%,0.10%,10.30%,2.7,0.00%,1.30%,12.00%,3.20%,ANGLO SAXON AND CELTIC,86.00%,DUTCH,3.80%,assets/towns/Yallourn North.jpg,"Yallourn North is a small country town in the City of Latrobe, Victoria, Australia. It is approximately eight kilometres north-east of Moe, and 146 kilometres south-east of Melbourne. Prior to 1947 Yallourn North was known as ""Brown Coal Mine""."
